30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
31;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;33;30;30;31;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;33;30;30;30;30;31;32;32;32;32;32;32;32;32;32;32;32;32;33;30;30
36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;38;30;30;36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;38;30;30;30;30;36;37;37;37;37;37;37;37;37;37;37;37;37;38;30;30
36;37;5;37;37;37;37;4;37;37;37;37;37;37;37;1;37;38;30;30;36;37;37;37;37;37;37;4;37;37;37;37;37;37;37;37;37;2;37;38;30;30;30;30;36;37;2;37;37;37;37;37;37;37;37;4;37;38;30;30
36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;38;30;30;36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;38;30;30;30;30;36;37;37;37;37;37;37;37;37;37;37;37;37;38;30;30
41;42;42;42;42;42;42;42;42;42;42;42;42;35;37;37;37;38;30;30;36;37;37;37;34;42;35;37;37;37;34;42;42;42;42;35;37;37;37;38;30;30;30;30;36;37;37;37;34;42;42;42;42;35;37;37;37;38;30;30
30;30;30;30;30;30;30;30;30;30;30;30;30;36;37;37;37;38;30;30;36;37;37;37;38;30;36;37;37;37;38;30;30;30;30;36;37;37;37;38;30;30;30;30;36;37;37;37;38;30;30;30;30;36;37;0;37;38;30;30
31;32;32;32;32;32;32;32;32;32;32;32;32;40;37;37;37;39;32;32;40;37;37;37;38;30;36;37;37;37;39;32;32;33;30;36;37;37;37;38;30;30;30;30;36;37;37;37;38;30;30;30;30;36;37;37;37;38;30;30
36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;38;30;36;37;37;37;37;37;37;38;30;36;37;37;37;39;32;32;32;32;40;37;37;37;39;32;32;33;30;41;42;42;42;43;30;30
36;37;2;37;37;37;37;37;37;3;37;37;37;37;37;37;37;37;37;37;37;37;2;37;38;30;36;37;37;37;37;3;37;38;30;36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;33;30;30;30;30;30;30;30;30
36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;38;30;36;37;37;37;37;37;37;38;30;36;37;37;37;37;37;1;37;37;37;37;37;37;37;37;37;38;30;30;30;30;30;30;30;30
36;37;37;37;34;42;42;42;42;42;42;42;42;35;37;37;37;34;42;42;35;37;37;37;38;30;41;42;42;35;37;37;37;38;30;36;37;37;37;37;37;37;37;37;37;37;37;37;37;3;37;39;32;32;32;32;32;33;30;30
36;37;37;37;38;30;30;30;30;30;30;30;30;36;37;37;37;38;30;30;36;37;37;37;38;30;30;30;30;36;37;37;37;38;30;41;42;42;42;42;42;42;42;42;42;42;42;35;37;37;37;37;37;37;37;37;37;38;30;30
36;37;37;37;38;30;30;31;32;32;32;32;32;40;37;37;37;38;30;30;36;37;37;37;39;32;32;32;32;40;37;37;37;38;30;30;30;30;30;30;30;30;30;30;30;30;30;36;37;37;37;37;37;37;37;37;37;38;30;30
36;37;37;37;38;30;30;36;37;37;37;37;37;37;37;37;37;38;30;30;36;37;37;37;37;37;37;37;37;37;37;37;37;38;30;30;30;30;30;30;30;30;30;30;30;30;30;36;37;37;37;37;37;37;37;37;37;38;30;30
36;37;4;37;38;30;30;36;37;37;37;37;37;37;37;2;37;38;30;30;36;37;37;37;37;1;37;37;37;37;37;37;37;38;30;30;30;30;30;30;30;30;30;30;30;30;30;36;37;37;37;34;42;35;37;37;37;38;30;30
36;37;37;37;38;30;30;36;37;37;37;37;37;37;37;37;37;38;30;30;36;37;37;37;37;37;37;37;37;37;37;37;37;38;30;30;30;30;31;32;32;32;32;32;32;32;32;40;37;37;37;38;30;36;37;37;37;38;30;30
36;37;1;37;38;30;30;36;37;37;37;34;42;42;42;42;42;43;30;30;41;42;42;42;42;42;42;42;42;35;37;37;37;38;30;30;30;30;36;37;37;37;37;37;37;37;37;37;37;37;37;38;30;36;37;37;37;38;30;30
36;37;37;37;38;30;30;36;37;37;37;38;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;36;37;37;37;38;30;30;30;30;36;37;37;37;37;37;3;37;37;37;37;37;37;38;30;36;37;4;37;38;30;30
41;42;42;42;43;30;30;36;37;37;37;38;30;31;32;32;32;32;32;32;32;32;32;32;33;30;31;32;32;40;37;37;37;39;32;32;32;32;40;37;37;37;37;37;37;37;37;37;37;37;37;38;30;36;37;37;37;38;30;30
30;30;30;30;30;30;30;36;37;37;37;38;30;36;37;37;37;37;37;37;37;37;37;37;38;30;36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;34;42;42;42;42;42;42;42;42;43;30;36;37;37;37;38;30;30
31;32;32;32;32;32;32;40;37;37;37;38;30;36;37;2;37;37;37;37;37;37;37;37;38;30;36;37;37;37;37;37;37;37;37;4;37;37;37;37;37;37;38;30;30;30;30;30;30;30;30;30;30;36;37;37;37;38;30;30
36;37;37;37;37;37;37;37;37;37;37;38;30;36;37;37;37;37;37;37;37;37;37;37;38;30;36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;39;32;32;32;32;32;32;32;32;32;32;40;37;37;37;38;30;30
36;37;3;37;37;37;37;37;37;4;37;38;30;36;37;37;37;34;42;42;35;37;37;37;38;30;36;37;37;37;34;42;42;42;42;42;42;42;35;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;38;30;30
36;37;37;37;37;37;37;37;37;37;37;38;30;36;37;37;37;38;30;30;36;37;37;37;38;30;36;37;2;37;38;30;30;30;30;30;30;30;36;37;3;37;37;37;37;37;37;37;37;37;37;2;37;37;37;37;37;38;30;30
36;37;37;37;34;42;42;35;37;37;37;38;30;36;37;37;37;38;30;30;36;37;37;37;38;30;36;37;37;37;39;32;32;32;32;32;33;30;36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;38;30;30
36;37;37;37;38;30;30;36;37;37;37;38;30;36;37;37;37;38;30;30;36;37;37;37;38;30;36;37;37;37;37;37;37;37;37;37;38;30;41;42;42;42;42;42;35;37;37;37;34;42;42;42;42;42;42;42;42;43;30;30
36;37;37;37;38;30;30;36;37;1;37;38;30;36;37;37;37;38;30;30;36;37;37;37;38;30;36;37;37;37;37;37;37;37;37;37;38;30;30;30;30;30;30;30;36;37;37;37;38;30;30;30;30;30;30;30;30;30;30;30
36;37;37;37;38;30;30;36;37;37;37;38;30;36;37;3;37;38;30;30;36;37;37;37;38;30;36;37;37;37;37;37;37;37;3;37;38;30;30;30;30;30;30;30;36;37;37;37;38;30;30;30;30;30;30;30;30;30;30;30
36;37;37;37;38;30;30;41;42;42;42;43;30;36;37;37;37;38;30;30;36;37;37;37;38;30;41;42;42;42;42;42;35;37;37;37;39;32;32;32;32;32;33;30;36;37;37;37;38;30;30;30;30;30;30;30;30;30;30;30
36;37;37;37;38;30;30;30;30;30;30;30;30;36;37;37;37;38;30;30;36;37;37;37;38;30;30;30;30;30;30;30;36;37;37;37;37;37;37;37;37;37;38;30;36;37;37;37;38;30;30;30;30;30;30;30;30;30;30;30
36;37;37;37;39;32;32;32;32;32;32;32;32;40;37;37;37;38;30;30;36;37;37;37;39;32;32;32;32;32;32;32;40;37;37;37;37;37;37;37;1;37;38;30;36;37;2;37;38;30;30;30;30;30;30;30;30;30;30;30
36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;38;30;30;36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;38;30;36;37;37;37;39;32;32;32;32;32;32;32;32;32;32;33
36;37;2;37;37;37;37;37;37;37;37;3;37;37;37;37;37;38;30;30;36;37;4;37;37;37;37;37;37;37;37;37;37;37;3;37;34;42;42;42;42;42;43;30;36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;38
36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;38;30;30;36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;38;30;30;30;30;30;30;30;36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;38
41;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;43;30;30;41;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;43;30;30;30;30;30;30;30;36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;38
30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;41;42;42;42;42;42;42;42;42;42;42;42;42;42;42;43
30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
